2025/03/20 08:32:39 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: Solving single objective optimization problem.
2025/03/20 08:32:39 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 1, Current best: nan, Global best: nan, Runtime: 0.19595 seconds
2025/03/20 08:33:10 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 156, Current best: nan, Global best: nan, Runtime: 0.20600 seconds
2025/03/20 08:33:10 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 157, Current best: nan, Global best: nan, Runtime: 0.20734 seconds
2025/03/20 08:33:10 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 158, Current best: nan, Global best: nan, Runtime: 0.20471 seconds
2025/03/20 08:33:11 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 159, Current best: nan, Global best: nan, Runtime: 0.20145 seconds
2025/03/20 08:33:11 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 160, Current best: nan, Global best: nan, Runtime: 0.21383 seconds
2025/03/20 08:33:11 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 161, Current best: nan, Global best: nan, Runtime: 0.19129 seconds
2025/03/20 08:33:11 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 162, Current best: nan, Global best: nan, Runtime: 0.16633 seconds
2025/03/20 08:33:11 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 163, Current best: nan, Global best: nan, Runtime: 0.18834 seconds
2025/03/20 08:33:12 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 164, Current best: nan, Global best: nan, Runtime: 0.21852 seconds
2025/03/20 08:33:12 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 165, Current best: nan, Global best: nan, Runtime: 0.17647 seconds
2025/03/20 08:33:12 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 166, Current best: nan, Global best: nan, Runtime: 0.16735 seconds
2025/03/20 08:33:12 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 167, Current best: nan, Global best: nan, Runtime: 0.16822 seconds
2025/03/20 08:33:12 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 168, Current best: nan, Global best: nan, Runtime: 0.24204 seconds
2025/03/20 08:33:13 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 169, Current best: nan, Global best: nan, Runtime: 0.26302 seconds
2025/03/20 08:33:13 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 170, Current best: nan, Global best: nan, Runtime: 0.26659 seconds
2025/03/20 08:33:13 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 171, Current best: nan, Global best: nan, Runtime: 0.22088 seconds
2025/03/20 08:33:13 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 172, Current best: nan, Global best: nan, Runtime: 0.18306 seconds
2025/03/20 08:33:13 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 173, Current best: nan, Global best: nan, Runtime: 0.17555 seconds
2025/03/20 08:33:14 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 174, Current best: nan, Global best: nan, Runtime: 0.16731 seconds
2025/03/20 08:33:14 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 175, Current best: nan, Global best: nan, Runtime: 0.16542 seconds
2025/03/20 08:33:14 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 176, Current best: nan, Global best: nan, Runtime: 0.16825 seconds
2025/03/20 08:33:14 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 177, Current best: nan, Global best: nan, Runtime: 0.16629 seconds
2025/03/20 08:33:14 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 178, Current best: nan, Global best: nan, Runtime: 0.16911 seconds
2025/03/20 08:33:14 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 179, Current best: nan, Global best: nan, Runtime: 0.16849 seconds
2025/03/20 08:33:15 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 180, Current best: nan, Global best: nan, Runtime: 0.17672 seconds
2025/03/20 08:33:15 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 181, Current best: nan, Global best: nan, Runtime: 0.19718 seconds
2025/03/20 08:33:15 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 182, Current best: nan, Global best: nan, Runtime: 0.17058 seconds
2025/03/20 08:33:15 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 183, Current best: nan, Global best: nan, Runtime: 0.19046 seconds
2025/03/20 08:33:15 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 184, Current best: nan, Global best: nan, Runtime: 0.17115 seconds
2025/03/20 08:33:16 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 185, Current best: nan, Global best: nan, Runtime: 0.18705 seconds
2025/03/20 08:33:16 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 186, Current best: nan, Global best: nan, Runtime: 0.19041 seconds
2025/03/20 08:33:16 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 187, Current best: nan, Global best: nan, Runtime: 0.20669 seconds
2025/03/20 08:33:16 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 188, Current best: nan, Global best: nan, Runtime: 0.18764 seconds
2025/03/20 08:33:16 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 189, Current best: nan, Global best: nan, Runtime: 0.17440 seconds
2025/03/20 08:33:17 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 190, Current best: nan, Global best: nan, Runtime: 0.18099 seconds
2025/03/20 08:33:17 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 191, Current best: nan, Global best: nan, Runtime: 0.18399 seconds
2025/03/20 08:33:17 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 192, Current best: nan, Global best: nan, Runtime: 0.21149 seconds
2025/03/20 08:33:17 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 193, Current best: nan, Global best: nan, Runtime: 0.18794 seconds
2025/03/20 08:33:17 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 194, Current best: nan, Global best: nan, Runtime: 0.17740 seconds
2025/03/20 08:33:17 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 195, Current best: nan, Global best: nan, Runtime: 0.17345 seconds
2025/03/20 08:33:18 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 196, Current best: nan, Global best: nan, Runtime: 0.18885 seconds
2025/03/20 08:33:18 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 197, Current best: nan, Global best: nan, Runtime: 0.22136 seconds
2025/03/20 08:33:18 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 198, Current best: nan, Global best: nan, Runtime: 0.19983 seconds
2025/03/20 08:33:18 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 199, Current best: nan, Global best: nan, Runtime: 0.18583 seconds
2025/03/20 08:33:18 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 200, Current best: nan, Global best: nan, Runtime: 0.18226 seconds
2025/03/20 08:33:19 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 201, Current best: nan, Global best: nan, Runtime: 0.16927 seconds
2025/03/20 08:33:19 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 202, Current best: nan, Global best: nan, Runtime: 0.17717 seconds
2025/03/20 08:33:19 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 203, Current best: nan, Global best: nan, Runtime: 0.17712 seconds
2025/03/20 08:33:19 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 204, Current best: nan, Global best: nan, Runtime: 0.17276 seconds
2025/03/20 08:33:19 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 205, Current best: nan, Global best: nan, Runtime: 0.16882 seconds
2025/03/20 08:33:19 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 206, Current best: nan, Global best: nan, Runtime: 0.17072 seconds
2025/03/20 08:33:20 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 207, Current best: nan, Global best: nan, Runtime: 0.17226 seconds
2025/03/20 08:33:20 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 208, Current best: nan, Global best: nan, Runtime: 0.18661 seconds
2025/03/20 08:33:20 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 209, Current best: nan, Global best: nan, Runtime: 0.20580 seconds
2025/03/20 08:33:20 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 210, Current best: nan, Global best: nan, Runtime: 0.20432 seconds
2025/03/20 08:33:20 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 211, Current best: nan, Global best: nan, Runtime: 0.19867 seconds
2025/03/20 08:33:21 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 212, Current best: nan, Global best: nan, Runtime: 0.18624 seconds
2025/03/20 08:33:21 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 213, Current best: nan, Global best: nan, Runtime: 0.19157 seconds
2025/03/20 08:33:21 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 214, Current best: nan, Global best: nan, Runtime: 0.21046 seconds
2025/03/20 08:33:21 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 215, Current best: nan, Global best: nan, Runtime: 0.32765 seconds
2025/03/20 08:33:22 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 216, Current best: nan, Global best: nan, Runtime: 0.21729 seconds
2025/03/20 08:33:22 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 217, Current best: nan, Global best: nan, Runtime: 0.25752 seconds
2025/03/20 08:33:22 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 218, Current best: nan, Global best: nan, Runtime: 0.23114 seconds
2025/03/20 08:33:22 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 219, Current best: nan, Global best: nan, Runtime: 0.21688 seconds
2025/03/20 08:33:23 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 220, Current best: nan, Global best: nan, Runtime: 0.22290 seconds
2025/03/20 08:33:23 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 221, Current best: nan, Global best: nan, Runtime: 0.27430 seconds
2025/03/20 08:33:23 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 222, Current best: nan, Global best: nan, Runtime: 0.31605 seconds
2025/03/20 08:33:23 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 223, Current best: nan, Global best: nan, Runtime: 0.19006 seconds
2025/03/20 08:33:24 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 224, Current best: nan, Global best: nan, Runtime: 0.26204 seconds
2025/03/20 08:33:24 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 225, Current best: nan, Global best: nan, Runtime: 0.22792 seconds
2025/03/20 08:33:24 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 226, Current best: nan, Global best: nan, Runtime: 0.22426 seconds
2025/03/20 08:33:24 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 227, Current best: nan, Global best: nan, Runtime: 0.24037 seconds
2025/03/20 08:33:24 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 228, Current best: nan, Global best: nan, Runtime: 0.22581 seconds
2025/03/20 08:33:25 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 229, Current best: nan, Global best: nan, Runtime: 0.23346 seconds
2025/03/20 08:33:25 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 230, Current best: nan, Global best: nan, Runtime: 0.22189 seconds
2025/03/20 08:33:25 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 231, Current best: nan, Global best: nan, Runtime: 0.30711 seconds
2025/03/20 08:33:25 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 232, Current best: nan, Global best: nan, Runtime: 0.21543 seconds
2025/03/20 08:33:26 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 233, Current best: nan, Global best: nan, Runtime: 0.25494 seconds
2025/03/20 08:33:26 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 234, Current best: nan, Global best: nan, Runtime: 0.19548 seconds
2025/03/20 08:33:26 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 235, Current best: nan, Global best: nan, Runtime: 0.19700 seconds
2025/03/20 08:33:26 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 236, Current best: nan, Global best: nan, Runtime: 0.19996 seconds
2025/03/20 08:33:27 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 237, Current best: nan, Global best: nan, Runtime: 0.20256 seconds
2025/03/20 08:33:27 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 238, Current best: nan, Global best: nan, Runtime: 0.22809 seconds
2025/03/20 08:33:27 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 239, Current best: nan, Global best: nan, Runtime: 0.17478 seconds
2025/03/20 08:33:27 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 240, Current best: nan, Global best: nan, Runtime: 0.17726 seconds
2025/03/20 08:33:27 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 241, Current best: nan, Global best: nan, Runtime: 0.21885 seconds
2025/03/20 08:33:28 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 242, Current best: nan, Global best: nan, Runtime: 0.19697 seconds
2025/03/20 08:33:28 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 243, Current best: nan, Global best: nan, Runtime: 0.17867 seconds
2025/03/20 08:33:28 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 244, Current best: nan, Global best: nan, Runtime: 0.17502 seconds
2025/03/20 08:33:28 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 245, Current best: nan, Global best: nan, Runtime: 0.17049 seconds
2025/03/20 08:33:28 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 246, Current best: nan, Global best: nan, Runtime: 0.22137 seconds
2025/03/20 08:33:28 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 247, Current best: nan, Global best: nan, Runtime: 0.20924 seconds
2025/03/20 08:33:29 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 248, Current best: nan, Global best: nan, Runtime: 0.18735 seconds
2025/03/20 08:33:29 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 249, Current best: nan, Global best: nan, Runtime: 0.20617 seconds
2025/03/20 08:33:29 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 250, Current best: nan, Global best: nan, Runtime: 0.17326 seconds
2025/03/20 08:33:29 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 251, Current best: nan, Global best: nan, Runtime: 0.36020 seconds
2025/03/20 08:33:30 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 252, Current best: nan, Global best: nan, Runtime: 0.18493 seconds
2025/03/20 08:33:30 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 253, Current best: nan, Global best: nan, Runtime: 0.34284 seconds
2025/03/20 08:33:31 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 254, Current best: nan, Global best: nan, Runtime: 0.73345 seconds
2025/03/20 08:33:31 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 255, Current best: nan, Global best: nan, Runtime: 0.43931 seconds
2025/03/20 08:33:31 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 256, Current best: nan, Global best: nan, Runtime: 0.22680 seconds
2025/03/20 08:33:32 PM, INFO, mealpy.swarm_based.PSO.AIW_PSO: >>>Problem: P, Epoch: 257, Current best: nan, Global best: nan, Runtime: 0.18156 seconds
